Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG/SG,Payton Pritchard (42194504),Payton Pritchard,42194504,PG/SG/G/UTIL,7000,DAL@BOS 03/06/2026 07:00PM ET,BOS,32.37
SG,Stephon Castle (42194508),Stephon Castle,42194508,SG/G/UTIL,7000,LAC@SAS 03/06/2026 09:30PM ET,SAS,35.74
PG,Darius Garland (42194511),Darius Garland,42194511,PG/G/UTIL,6900,LAC@SAS 03/06/2026 09:30PM ET,LAC,32.49
PG,De'Aaron Fox (42194514),De'Aaron Fox,42194514,PG/G/UTIL,6800,LAC@SAS 03/06/2026 09:30PM ET,SAS,34.58
SF,Peyton Watson (42194520),Peyton Watson,42194520,SF/F/UTIL,6800,NYK@DEN 03/06/2026 09:00PM ET,DEN,28.34
PF,Dillon Brooks (42194517),Dillon Brooks,42194517,PF/F/UTIL,6800,NOP@PHX 03/06/2026 09:00PM ET,PHX,30.78
PF,Jabari Smith Jr. (42194526),Jabari Smith Jr.,42194526,PF/F/UTIL,6700,POR@HOU 03/06/2026 08:00PM ET,HOU,30.94
PG,Collin Gillespie (42194523),Collin Gillespie,42194523,PG/G/UTIL,6700,NOP@PHX 03/06/2026 09:00PM ET,PHX,29.46
SF,Naji Marshall (42194529),Naji Marshall,42194529,SF/F/UTIL,6600,DAL@BOS 03/06/2026 07:00PM ET,DAL,28.05
PF,OG Anunoby (42194536),OG Anunoby,42194536,PF/F/UTIL,6600,NYK@DEN 03/06/2026 09:00PM ET,NYK,31.27
PF,Aaron Gordon (42194542),Aaron Gordon,42194542,PF/F/UTIL,6600,NYK@DEN 03/06/2026 09:00PM ET,DEN,31.48
PF,Jerami Grant (42194539),Jerami Grant,42194539,PF/F/UTIL,6600,POR@HOU 03/06/2026 08:00PM ET,POR,29.35
SF/PF,Saddiq Bey (42194532),Saddiq Bey,42194532,SF/PF/F/UTIL,6600,NOP@PHX 03/06/2026 09:00PM ET,NOP,30.92
SG/SF,Jalen Green (42194545),Jalen Green,42194545,SG/SF/F/G/UTIL,6600,NOP@PHX 03/06/2026 09:00PM ET,PHX,22.93
SG/SF,Norman Powell (42194555),Norman Powell,42194555,SG/SF/F/G/UTIL,6500,MIA@CHA 03/06/2026 07:00PM ET,MIA,33.05
SG/SF,Josh Hart (42194550),Josh Hart,42194550,SG/SF/F/G/UTIL,6500,NYK@DEN 03/06/2026 09:00PM ET,NYK,32.13
PF,Miles Bridges (42194560),Miles Bridges,42194560,PF/F/UTIL,6400,MIA@CHA 03/06/2026 07:00PM ET,CHA,32.87
SG/SF,Bennedict Mathurin (42194566),Bennedict Mathurin,42194566,SG/SF/F/G/UTIL,6400,LAC@SAS 03/06/2026 09:30PM ET,LAC,30.5
SG,Tari Eason (42194563),Tari Eason,42194563,SG/G/UTIL,6400,POR@HOU 03/06/2026 08:00PM ET,HOU,25.83
PG,Dejounte Murray (42194571),Dejounte Murray,42194571,PG/G/UTIL,6400,NOP@PHX 03/06/2026 09:00PM ET,NOP,33.75
C,Nikola Vucevic (42194574),Nikola Vucevic,42194574,C/UTIL,6300,DAL@BOS 03/06/2026 07:00PM ET,BOS,35.28
PG/SG,Brandon Williams (42194576),Brandon Williams,42194576,PG/SG/G/UTIL,6300,DAL@BOS 03/06/2026 07:00PM ET,DAL,24.18
PF,PJ Washington (42194589),PJ Washington,42194589,PF/F/UTIL,6200,DAL@BOS 03/06/2026 07:00PM ET,DAL,30.06
PF,Andrew Wiggins (42194584),Andrew Wiggins,42194584,PF/F/UTIL,6200,MIA@CHA 03/06/2026 07:00PM ET,MIA,31.00
C,Moussa Diabate (42194587),Moussa Diabate,42194587,C/UTIL,6200,MIA@CHA 03/06/2026 07:00PM ET,CHA,25.30
PG/SG,Reed Sheppard (42194580),Reed Sheppard,42194580,PG/SG/G/UTIL,6200,POR@HOU 03/06/2026 08:00PM ET,HOU,26.44
PF/C,John Collins (42194597),John Collins,42194597,PF/C/F/UTIL,6100,LAC@SAS 03/06/2026 09:30PM ET,LAC,25.05
SG/SF,Toumani Camara (42194592),Toumani Camara,42194592,SG/SF/F/G/UTIL,6100,POR@HOU 03/06/2026 08:00PM ET,POR,26.65
SF,Mikal Bridges (42194601),Mikal Bridges,42194601,SF/F/UTIL,6000,NYK@DEN 03/06/2026 09:00PM ET,NYK,31.55
PF/C,Derik Queen (42194604),Derik Queen,42194604,PF/C/F/UTIL,6000,NOP@PHX 03/06/2026 09:00PM ET,NOP,29.98
SF,Jaime Jaquez Jr. (42194608),Jaime Jaquez Jr.,42194608,SF/F/UTIL,5900,MIA@CHA 03/06/2026 07:00PM ET,MIA,30.18
PG,Scoot Henderson (42194614),Scoot Henderson,42194614,PG/G/UTIL,5600,POR@HOU 03/06/2026 08:00PM ET,POR,23.23
PF,Royce O'Neale (42194611),Royce O'Neale,42194611,PF/F/UTIL,5600,NOP@PHX 03/06/2026 09:00PM ET,PHX,23.81
SF,Devin Vassell (42194619),Devin Vassell,42194619,SF/F/UTIL,5500,LAC@SAS 03/06/2026 09:30PM ET,SAS,26.26
SF/PF,Cameron Johnson (42194622),Cameron Johnson,42194622,SF/PF/F/UTIL,5500,NYK@DEN 03/06/2026 09:00PM ET,DEN,21.85
C,Mark Williams (42194617),Mark Williams,42194617,C/UTIL,5500,NOP@PHX 03/06/2026 09:00PM ET,PHX,26.62
C,Kel'el Ware (42194633),Kel'el Ware,42194633,C/UTIL,5400,MIA@CHA 03/06/2026 07:00PM ET,MIA,28.62
PG,Kris Dunn (42194630),Kris Dunn,42194630,PG/G/UTIL,5400,LAC@SAS 03/06/2026 09:30PM ET,LAC,20.57
PG/SG,Jeremiah Fears (42194626),Jeremiah Fears,42194626,PG/SG/G/UTIL,5400,NOP@PHX 03/06/2026 09:00PM ET,NOP,25.36
PG/SG,Jordan Goodwin (42194635),Jordan Goodwin,42194635,PG/SG/G/UTIL,5400,NOP@PHX 03/06/2026 09:00PM ET,PHX,21.94
C,Neemias Queta (42194639),Neemias Queta,42194639,C/UTIL,5300,DAL@BOS 03/06/2026 07:00PM ET,BOS,26.59
SG,Christian Braun (42194641),Christian Braun,42194641,SG/G/UTIL,5300,NYK@DEN 03/06/2026 09:00PM ET,DEN,22.88
SF/PF,Khris Middleton (42194651),Khris Middleton,42194651,SF/PF/F/UTIL,5200,DAL@BOS 03/06/2026 07:00PM ET,DAL,22.28
SG/SF,Pelle Larsson (42194646),Pelle Larsson,42194646,SG/SF/F/G/UTIL,5200,MIA@CHA 03/06/2026 07:00PM ET,MIA,21.36
PG/SG,Coby White (42194659),Coby White,42194659,PG/SG/G/UTIL,5200,MIA@CHA 03/06/2026 07:00PM ET,CHA,30.68
C,Oso Ighodaro (42194644),Oso Ighodaro,42194644,C/UTIL,5200,NOP@PHX 03/06/2026 09:00PM ET,PHX,17.44
SF/PF,Herbert Jones (42194655),Herbert Jones,42194655,SF/PF/F/UTIL,5200,NOP@PHX 03/06/2026 09:00PM ET,NOP,21.76
SG,Max Christie (42194663),Max Christie,42194663,SG/G/UTIL,5100,DAL@BOS 03/06/2026 07:00PM ET,DAL,22.99
C,Brook Lopez (42194666),Brook Lopez,42194666,C/UTIL,5100,LAC@SAS 03/06/2026 09:30PM ET,LAC,16.40
C,Daniel Gafford (42194668),Daniel Gafford,42194668,C/UTIL,5000,DAL@BOS 03/06/2026 07:00PM ET,DAL,21.75
SF/PF,Derrick Jones Jr. (42194672),Derrick Jones Jr.,42194672,SF/PF/F/UTIL,4900,LAC@SAS 03/06/2026 09:30PM ET,LAC,20.18
C,Robert Williams (42194670),Robert Williams,42194670,C/UTIL,4900,POR@HOU 03/06/2026 08:00PM ET,POR,20.84
SF/PF,Sam Hauser (42194680),Sam Hauser,42194680,SF/PF/F/UTIL,4800,DAL@BOS 03/06/2026 07:00PM ET,BOS,19.02
C,Marvin Bagley III (42194684),Marvin Bagley III,42194684,C/UTIL,4800,DAL@BOS 03/06/2026 07:00PM ET,DAL,22.64
SF/PF,Tim Hardaway Jr. (42194676),Tim Hardaway Jr.,42194676,SF/PF/F/UTIL,4800,NYK@DEN 03/06/2026 09:00PM ET,DEN,21.58
PG,Davion Mitchell (42194690),Davion Mitchell,42194690,PG/G/UTIL,4700,MIA@CHA 03/06/2026 07:00PM ET,MIA,24.60
SF/PF,Julian Champagnie (42194686),Julian Champagnie,42194686,SF/PF/F/UTIL,4700,LAC@SAS 03/06/2026 09:30PM ET,SAS,23.99
SG,Baylor Scheierman (42194693),Baylor Scheierman,42194693,SG/G/UTIL,4500,DAL@BOS 03/06/2026 07:00PM ET,BOS,11.83
PG/SG,Dylan Harper (42194696),Dylan Harper,42194696,PG/SG/G/UTIL,4500,LAC@SAS 03/06/2026 09:30PM ET,SAS,22.89
SG/SF,Julian Strawther (42194700),Julian Strawther,42194700,SG/SF/F/G/UTIL,4500,NYK@DEN 03/06/2026 09:00PM ET,DEN,12.81
PG/SG,Jordan Miller (42194709),Jordan Miller,42194709,PG/SG/G/UTIL,4400,LAC@SAS 03/06/2026 09:30PM ET,LAC,17.56
PG/SG,Bruce Brown (42194705),Bruce Brown,42194705,PG/SG/G/UTIL,4400,NYK@DEN 03/06/2026 09:00PM ET,DEN,18.33
C,Dwight Powell (42194718),Dwight Powell,42194718,C/UTIL,4300,DAL@BOS 03/06/2026 07:00PM ET,DAL,10.96
SG/SF,Keldon Johnson (42194713),Keldon Johnson,42194713,SG/SF/F/G/UTIL,4300,LAC@SAS 03/06/2026 09:30PM ET,SAS,23.40
PF,Caleb Martin (42194723),Caleb Martin,42194723,PF/F/UTIL,4200,DAL@BOS 03/06/2026 07:00PM ET,DAL,11.05
C,Luke Kornet (42194726),Luke Kornet,42194726,C/UTIL,4200,LAC@SAS 03/06/2026 09:30PM ET,SAS,20.59
SF/PF,Dorian Finney-Smith (42194731),Dorian Finney-Smith,42194731,SF/PF/F/UTIL,4200,POR@HOU 03/06/2026 08:00PM ET,HOU,8.41
PF,Ryan Dunn (42194720),Ryan Dunn,42194720,PF/F/UTIL,4200,NOP@PHX 03/06/2026 09:00PM ET,PHX,15.99
PF,Karlo Matkovic (42194728),Karlo Matkovic,42194728,PF/F/UTIL,4200,NOP@PHX 03/06/2026 09:00PM ET,NOP,13.72
SG/SF,Klay Thompson (42194735),Klay Thompson,42194735,SG/SF/F/G/UTIL,4100,DAL@BOS 03/06/2026 07:00PM ET,DAL,19.26
PF,Grant Williams (42194747),Grant Williams,42194747,PF/F/UTIL,4100,MIA@CHA 03/06/2026 07:00PM ET,CHA,17.1
C,Mitchell Robinson (42194740),Mitchell Robinson,42194740,C/UTIL,4100,NYK@DEN 03/06/2026 09:00PM ET,NYK,21.15
SG/SF,Bryce McGowens (42194742),Bryce McGowens,42194742,SG/SF/F/G/UTIL,4100,NOP@PHX 03/06/2026 09:00PM ET,NOP,15.14
PG/SG,AJ Johnson (42194760),AJ Johnson,42194760,PG/SG/G/UTIL,4000,DAL@BOS 03/06/2026 07:00PM ET,DAL,6.29
C,Jonas Valanciunas (42194758),Jonas Valanciunas,42194758,C/UTIL,4000,NYK@DEN 03/06/2026 09:00PM ET,DEN,18.28
SG,Vit Krejci (42194750),Vit Krejci,42194750,SG/G/UTIL,4000,POR@HOU 03/06/2026 08:00PM ET,POR,16.88
SG/SF,Josh Okogie (42194753),Josh Okogie,42194753,SG/SF/F/G/UTIL,4000,POR@HOU 03/06/2026 08:00PM ET,HOU,12.30
PG/SG,Jordan Poole (42194764),Jordan Poole,42194764,PG/SG/G/UTIL,4000,NOP@PHX 03/06/2026 09:00PM ET,NOP,23.40
SG/SF,Kobe Sanders (42194768),Kobe Sanders,42194768,SG/SF/F/G/UTIL,3900,LAC@SAS 03/06/2026 09:30PM ET,LAC,13.80
PG,Tyus Jones (42205469),Tyus Jones,42205469,PG/G/UTIL,3900,NYK@DEN 03/06/2026 09:00PM ET,DEN,9.78
C,DeAndre Jordan (42194773),DeAndre Jordan,42194773,C/UTIL,3900,NOP@PHX 03/06/2026 09:00PM ET,NOP,15.97
SG/SF,Hugo Gonzalez (42194775),Hugo Gonzalez,42194775,SG/SF/F/G/UTIL,3800,DAL@BOS 03/06/2026 07:00PM ET,BOS,11.41
PG,Ryan Nembhard (42194785),Ryan Nembhard,42194785,PG/G/UTIL,3800,DAL@BOS 03/06/2026 07:00PM ET,DAL,16.73
PF,Spencer Jones (42194782),Spencer Jones,42194782,PF/F/UTIL,3800,NYK@DEN 03/06/2026 09:00PM ET,DEN,13.87
SG,Landry Shamet (42194788),Landry Shamet,42194788,SG/G/UTIL,3800,NYK@DEN 03/06/2026 09:00PM ET,NYK,16.94
C,Clint Capela (42194780),Clint Capela,42194780,C/UTIL,3800,POR@HOU 03/06/2026 08:00PM ET,HOU,12.37
C,Ryan Kalkbrenner (42194791),Ryan Kalkbrenner,42194791,C/UTIL,3700,MIA@CHA 03/06/2026 07:00PM ET,CHA,20.22
PG,Kasparas Jakucionis (42194798),Kasparas Jakucionis,42194798,PG/G/UTIL,3700,MIA@CHA 03/06/2026 07:00PM ET,MIA,14.17
PF,David Roddy (42205466),David Roddy,42205466,PF/F/UTIL,3700,NYK@DEN 03/06/2026 09:00PM ET,DEN,0
SG/SF,Kris Murray (42194793),Kris Murray,42194793,SG/SF/F/G/UTIL,3700,POR@HOU 03/06/2026 08:00PM ET,POR,15.46
C,Yanic Konan Niederhauser (42194801),Yanic Konan Niederhauser,42194801,C/UTIL,3600,LAC@SAS 03/06/2026 09:30PM ET,LAC,9.74
SG/SF,Josh Green (42194815),Josh Green,42194815,SG/SF/F/G/UTIL,3500,MIA@CHA 03/06/2026 07:00PM ET,CHA,10.99
PF,Harrison Barnes (42194803),Harrison Barnes,42194803,PF/F/UTIL,3500,LAC@SAS 03/06/2026 09:30PM ET,SAS,19.07
PG,Jose Alvarado (42194810),Jose Alvarado,42194810,PG/G/UTIL,3500,NYK@DEN 03/06/2026 09:00PM ET,NYK,18.66
PF/C,Sidy Cissoko (42194806),Sidy Cissoko,42194806,PF/C/F/UTIL,3500,POR@HOU 03/06/2026 08:00PM ET,POR,13.69
PG,Aaron Holiday (42194820),Aaron Holiday,42194820,PG/G/UTIL,3500,POR@HOU 03/06/2026 08:00PM ET,HOU,9.47
C,Yves Missi (42194813),Yves Missi,42194813,C/UTIL,3500,NOP@PHX 03/06/2026 09:00PM ET,NOP,17.42
C,Moussa Cisse (42194833),Moussa Cisse,42194833,C/UTIL,3400,DAL@BOS 03/06/2026 07:00PM ET,DAL,12.40
PG,Dru Smith (42194823),Dru Smith,42194823,PG/G/UTIL,3400,MIA@CHA 03/06/2026 07:00PM ET,MIA,16.48
SF,Carter Bryant (42194826),Carter Bryant,42194826,SF/F/UTIL,3400,LAC@SAS 03/06/2026 09:30PM ET,SAS,7.81
SF/PF,Rasheer Fleming (42194829),Rasheer Fleming,42194829,SF/PF/F/UTIL,3400,NOP@PHX 03/06/2026 09:00PM ET,PHX,6.45
C,Luka Garza (42194838),Luka Garza,42194838,C/UTIL,3300,DAL@BOS 03/06/2026 07:00PM ET,BOS,15.34
PF,Simone Fontecchio (42194835),Simone Fontecchio,42194835,PF/F/UTIL,3300,MIA@CHA 03/06/2026 07:00PM ET,MIA,16.22
C,Isaiah Jackson (42194840),Isaiah Jackson,42194840,C/UTIL,3300,LAC@SAS 03/06/2026 09:30PM ET,LAC,16.39
PF/C,Kelly Olynyk (42194850),Kelly Olynyk,42194850,PF/C/F/UTIL,3300,LAC@SAS 03/06/2026 09:30PM ET,SAS,8.18
PG/SG,Jalen Pickett (42194842),Jalen Pickett,42194842,PG/SG/G/UTIL,3300,NYK@DEN 03/06/2026 09:00PM ET,DEN,13.42
SG/SF,Jae'Sean Tate (42194854),Jae'Sean Tate,42194854,SG/SF/F/G/UTIL,3300,POR@HOU 03/06/2026 08:00PM ET,HOU,5.86
SF/PF,Amir Coffey (42194846),Amir Coffey,42194846,SF/PF/F/UTIL,3300,NOP@PHX 03/06/2026 09:00PM ET,PHX,6.28
PF,Jordan Walsh (42194866),Jordan Walsh,42194866,PF/F/UTIL,3200,DAL@BOS 03/06/2026 07:00PM ET,BOS,14.12
SG,John Poulakidas (42194889),John Poulakidas,42194889,SG/G/UTIL,3200,DAL@BOS 03/06/2026 07:00PM ET,DAL,8.75
SF/PF,Sion James (42194859),Sion James,42194859,SF/PF/F/UTIL,3200,MIA@CHA 03/06/2026 07:00PM ET,CHA,14.68
PF/C,Nikola Jovic (42194872),Nikola Jovic,42194872,PF/C/F/UTIL,3200,MIA@CHA 03/06/2026 07:00PM ET,MIA,16.77
PF,Nicolas Batum (42194863),Nicolas Batum,42194863,PF/F/UTIL,3200,LAC@SAS 03/06/2026 09:30PM ET,LAC,11.17
SG,Lindy Waters III (42194878),Lindy Waters III,42194878,SG/G/UTIL,3200,LAC@SAS 03/06/2026 09:30PM ET,SAS,4.10
PF,Mohamed Diawara (42194869),Mohamed Diawara,42194869,PF/F/UTIL,3200,NYK@DEN 03/06/2026 09:00PM ET,NYK,6.64
C,Zeke Nnaji (42194876),Zeke Nnaji,42194876,C/UTIL,3200,NYK@DEN 03/06/2026 09:00PM ET,DEN,9.78
PF/C,Jeff Green (42194881),Jeff Green,42194881,PF/C/F/UTIL,3200,POR@HOU 03/06/2026 08:00PM ET,HOU,3.99
SF/PF,Matisse Thybulle (42194885),Matisse Thybulle,42194885,SF/PF/F/UTIL,3200,POR@HOU 03/06/2026 08:00PM ET,POR,13.41
SF/PF,Ron Harper Jr. (42194902),Ron Harper Jr.,42194902,SF/PF/F/UTIL,3100,DAL@BOS 03/06/2026 07:00PM ET,BOS,8.09
SF/PF,Pat Connaughton (42194895),Pat Connaughton,42194895,SF/PF/F/UTIL,3100,MIA@CHA 03/06/2026 07:00PM ET,CHA,6.79
SG,Cam Christie (42194892),Cam Christie,42194892,SG/G/UTIL,3100,LAC@SAS 03/06/2026 09:30PM ET,LAC,6.51
C,Bismack Biyombo (42194906),Bismack Biyombo,42194906,C/UTIL,3100,LAC@SAS 03/06/2026 09:30PM ET,SAS,2.76
PG,Blake Wesley (42194899),Blake Wesley,42194899,PG/G/UTIL,3100,POR@HOU 03/06/2026 08:00PM ET,POR,13.22
C,Amari Williams (42194999),Amari Williams,42194999,C/UTIL,3000,DAL@BOS 03/06/2026 07:00PM ET,BOS,5.53
C,Dereck Lively II (42195017),Dereck Lively II,42195017,C/UTIL,3000,DAL@BOS 03/06/2026 07:00PM ET,DAL,17.25
PG,Dalano Banton (42195035),Dalano Banton,42195035,PG/G/UTIL,3000,DAL@BOS 03/06/2026 07:00PM ET,BOS,4.05
SG,John Tonje (42195038),John Tonje,42195038,SG/G/UTIL,3000,DAL@BOS 03/06/2026 07:00PM ET,BOS,2
PG,Max Shulga (42195055),Max Shulga,42195055,PG/G/UTIL,3000,DAL@BOS 03/06/2026 07:00PM ET,BOS,0
PG/SG,Kyrie Irving (42195081),Kyrie Irving,42195081,PG/SG/G/UTIL,3000,DAL@BOS 03/06/2026 07:00PM ET,DAL,0
C,Tyler Smith (42195085),Tyler Smith,42195085,C/UTIL,3000,DAL@BOS 03/06/2026 07:00PM ET,DAL,0
PG/SG,Tre Mann (42194926),Tre Mann,42194926,PG/SG/G/UTIL,3000,MIA@CHA 03/06/2026 07:00PM ET,CHA,13.21
PF,Tidjane Salaun (42194937),Tidjane Salaun,42194937,PF/F/UTIL,3000,MIA@CHA 03/06/2026 07:00PM ET,CHA,13.94
PF,Myron Gardner (42194960),Myron Gardner,42194960,PF/F/UTIL,3000,MIA@CHA 03/06/2026 07:00PM ET,MIA,10.23
SF/PF,Liam McNeeley (42194966),Liam McNeeley,42194966,SF/PF/F/UTIL,3000,MIA@CHA 03/06/2026 07:00PM ET,CHA,8.77
SF,Keshad Johnson (42194975),Keshad Johnson,42194975,SF/F/UTIL,3000,MIA@CHA 03/06/2026 07:00PM ET,MIA,6.53
C,Xavier Tillman (42194978),Xavier Tillman,42194978,C/UTIL,3000,MIA@CHA 03/06/2026 07:00PM ET,CHA,4.44
C,PJ Hall (42194985),PJ Hall,42194985,C/UTIL,3000,MIA@CHA 03/06/2026 07:00PM ET,CHA,11.36
SG,Antonio Reeves (42195008),Antonio Reeves,42195008,SG/G/UTIL,3000,MIA@CHA 03/06/2026 07:00PM ET,CHA,5
PG,Jahmir Young (42195011),Jahmir Young,42195011,PG/G/UTIL,3000,MIA@CHA 03/06/2026 07:00PM ET,MIA,3.3
SF,Tosan Evbuomwan (42195029),Tosan Evbuomwan,42195029,SF/F/UTIL,3000,MIA@CHA 03/06/2026 07:00PM ET,CHA,0.5
C,Vladislav Goldin (42195053),Vladislav Goldin,42195053,C/UTIL,3000,MIA@CHA 03/06/2026 07:00PM ET,MIA,5.12
SG/SF,Trevor Keels (42195064),Trevor Keels,42195064,SG/SF/F/G/UTIL,3000,MIA@CHA 03/06/2026 07:00PM ET,MIA,0.62
PG,Jordan McLaughlin (42194963),Jordan McLaughlin,42194963,PG/G/UTIL,3000,LAC@SAS 03/06/2026 09:30PM ET,SAS,4.82
PG/SG,Bogdan Bogdanovic (42194992),Bogdan Bogdanovic,42194992,PG/SG/G/UTIL,3000,LAC@SAS 03/06/2026 09:30PM ET,LAC,16.60
C,Mason Plumlee (42195001),Mason Plumlee,42195001,C/UTIL,3000,LAC@SAS 03/06/2026 09:30PM ET,SAS,7.68
PG,David Jones-Garcia (42195003),David Jones-Garcia,42195003,PG/G/UTIL,3000,LAC@SAS 03/06/2026 09:30PM ET,SAS,8.02
PG,TyTy Washington Jr. (42195019),TyTy Washington Jr.,42195019,PG/G/UTIL,3000,LAC@SAS 03/06/2026 09:30PM ET,LAC,7.14
SG,Bradley Beal (42195032),Bradley Beal,42195032,SG/G/UTIL,3000,LAC@SAS 03/06/2026 09:30PM ET,LAC,12.54
SF,Harrison Ingram (42195041),Harrison Ingram,42195041,SF/F/UTIL,3000,LAC@SAS 03/06/2026 09:30PM ET,SAS,2.95
SF,Emanuel Miller (42195044),Emanuel Miller,42195044,SF/F/UTIL,3000,LAC@SAS 03/06/2026 09:30PM ET,SAS,5.95
PF/C,Norchad Omier (42195058),Norchad Omier,42195058,PF/C/F/UTIL,3000,LAC@SAS 03/06/2026 09:30PM ET,LAC,3.5
PG,Sean Pedulla (42195096),Sean Pedulla,42195096,PG/G/UTIL,3000,LAC@SAS 03/06/2026 09:30PM ET,LAC,0
SG/SF,Jordan Clarkson (42194908),Jordan Clarkson,42194908,SG/SF/F/G/UTIL,3000,NYK@DEN 03/06/2026 09:00PM ET,NYK,14.12
PG,Tyler Kolek (42194913),Tyler Kolek,42194913,PG/G/UTIL,3000,NYK@DEN 03/06/2026 09:00PM ET,NYK,11.99
C,Ariel Hukporti (42194920),Ariel Hukporti,42194920,C/UTIL,3000,NYK@DEN 03/06/2026 09:00PM ET,NYK,7.20
SF/PF,Jeremy Sochan (42194940),Jeremy Sochan,42194940,SF/PF/F/UTIL,3000,NYK@DEN 03/06/2026 09:00PM ET,NYK,8.28
PG/SG,Miles McBride (42194944),Miles McBride,42194944,PG/SG/G/UTIL,3000,NYK@DEN 03/06/2026 09:00PM ET,NYK,23.44
SG,Pacome Dadiet (42194980),Pacome Dadiet,42194980,SG/G/UTIL,3000,NYK@DEN 03/06/2026 09:00PM ET,NYK,2.52
C,DaRon Holmes II (42194983),DaRon Holmes II,42194983,C/UTIL,3000,NYK@DEN 03/06/2026 09:00PM ET,DEN,8
PF,Kevin McCullar Jr. (42194989),Kevin McCullar Jr.,42194989,PF/F/UTIL,3000,NYK@DEN 03/06/2026 09:00PM ET,NYK,5.67
PG,KJ Simpson (42194996),KJ Simpson,42194996,PG/G/UTIL,3000,NYK@DEN 03/06/2026 09:00PM ET,DEN,13.18
C,Trey Jemison (42195006),Trey Jemison,42195006,C/UTIL,3000,NYK@DEN 03/06/2026 09:00PM ET,NYK,3.32
